Questions,Category
Draw neat circuit diagram and explain voltage follower.,BT2
State the methods and importance of Record keeping systems.,BT1
Discuss the main objective of layout design rules. ,BT2
Write a function in C to delete a node in SLL.,BT3
Describe various types of surface grinders with simple sketches.,BT1
Explain FIVE (5) advantages of out-of-home (OOH) advertising.,BT2
Draw block diagram of regulated power supply and explain the function of each block?,BT4
Discuss in detail volcanoes.,BT1
Is it possible to estimate software size before coding?,BT4
Define Time Division multiplexing.,BT1
Explain combination die with schematic sketch.,BT1
Explain following term related to distributed database system.,BT1
Distinguish between 'Trench' and 'Pier holes/ Pits' construction excavation. ,BT4
Define fault and explain the significance of fault in Civil Engineering.,BT2
Evaluate your sketch with ADDIE's model procedure.,BT5
Draw and explain circuit for generating 15V supply using IC7815.,BT2
Find the Fourier Transform of a,BT3
"List any FIVE (5) themes identified by Tom Peters and Robert Waterman for âexcellent 
organizations"". ",BT1
State the limitations of single linked list. Represent following polynomial using linked list.,BT1
Define soil bioremediation. ,BT1
What is hybrid screening with its advantages.,BT1
Explain any four IoT network protocols?,BT4
Draw neat diagram of Op Amp as a Schmitt trigger and explain its working.,BT1
Write a short note on Ferranti effect.,BT2
Draw compound curve with its components.,BT1
Write a python program to create a linked list and perform operations on the list.,BT3
Describe the factors affecting premature building decay. ,BT2
"There are TWO (2) common methods used in the semiconductor industry to fabricate single crystal silicon. With the aid of diagrams, name and explain the methods. ",BT2
What is meant by hidden surface removal?,BT1
Explain 3D position trackers.,BT1
Name the different types of insulators used in power system?,BT1
Design a phase shift oscillator to oscillate at 200 Hz.,BT3
Explain why the intrinsic carrier concentration of Ge is higher than Si at T = 300 K. ,BT2
What is Age Hardening.,BT1
Explain Additive colour theory and subtractive colour theory.,BT1
Briefly explain the drawbacks of using deficiency symptoms to determine fertilizer rates. ,BT2
Examine FIVE (5) advantages of using video as instructional materials to primary school students. ,BT4
Differentiate between brass and bronze.,BT4
A cylindrical compressed air drum is 2 m in diameter with plates 12.,BT3
Explain AM and FM Screening with diagrams.,BT1
What are the benefits of NOSQL databases.,BT1
Explain namespace in C++ with example?,BT1
What are characteristics of Induction motors?,BT1
Draw and Explain the Task State Segment of 80386.,BT1
Draw an interfacing diagram and write program for speed control of a stepper motor using 8051.,BT3
Explain the change in conductivity for a metal and an intrinsic semiconductor as temperature increases. ,BT2
Draw and explain the circular linked list.,BT1
Analyze the beam shown in figure 4 by moment distribution method.,BT3
Construct a singly linked list with its âCâ function to delete a number.,BT3
What is recursion?,BT1
Define and give significance for the following.,BT1
Explain chain drive with its different types.,BT1
Fertilizers A and B are tried respectively on 10 and 8 randomly choosen experimental plots.,BT3
List and explain file types and file access methods.,BT1
Explain any four extrusion process variables with sketch.,BT1
Explain with example hash functions.,BT1
Define federal fund market. Explain in detail its importance to a bank. ,BT2
Calculate Jensen's measure (Jensen's alpha). Use it to assess the performance of the AOV's Portfolio during the year just ended. ,BT3
With neat diagram explain working of IC 555 as a Monostable Multivibrator.,BT1
Explain any two types of Starters used for 3 phase Induction Motor.,BT1
Discuss the role of skimming and scanning as pre-reading activities. ,BT2
Differentiate between pull and push broaching and mention types of broaches.,BT4
Explain process of perlite formation from austenite?,BT1
Explain any two renewable generation methods with their advantages and drawbacks.,BT1
Discuss in details role of Encoder in robotic system.,BT1
Draw the power flow diagram of 3-ph Induction motor.,BT1
Write down program to overload unary operators?,BT3
Describe diminishing of marginal product and explain the relationship between average product and marginal product by using an appropriate diagram. ,BT2
State the five assumptions of an ideal diode. ,BT1
Illustrate with suitable circuit diagram precision half wave rectifier.,BT3
Compare PVD and CVD coating.,BT4
Explain sequential file and random access file organization.,BT2
Differentiate between Kaplan and Pelton wheel turbine.,BT1
Find the Laplace Transform of following signals.,BT3
Explain the Pneumatic power supply with neat sketch.,BT2
What is unconformity and Describe various types of unconformities.,BT2
Explain Hilbert curve and give its fractal dimension.,BT1
The life of army shoes in normally distributed with mean 8 months and standard deviation 2 months.,BT3
Explain low pressure measurement by McLeod gauge.,BT1
Discuss FIVE (5) advantages of IBS compared to conventional in situ concrete. ,BT2
Explain Diffuse reflection and Specular Reflection.,BT2
Explain FOUR (4) types of unemployment.,BT2
Give TWO examples of natural and artificial means of the seed dispersal of weeds respectively. ,BT2
Briefly describe the formation of disulfide bond. Suggest ONE role of disulfide bond. ,BT6
State the uses of the final keyword in Java?,BT1
Draw the router architecture.,BT1
Explain Nyquist Stability Criterion.,BT1
The oil palm (Elaeis guineensis) is an erect monoecious plant. Describe how its inflorescences develop into fruit and relate this to the pest control practice that could affect the productivity of the oil palm. ,BT2
Design a PLL circuit using 565 IC to get free running frequency 4.,BT3
An important step in Search Engine Optimization (SEO) is to identify relevant keywords for your website. Suggest THREE (3) offline keyword research methods and TWO (2) online keyword research methods in your keyword research efforts. ,BT6
Explain the concept of iterators in the STL.,BT4
Explain in brief condensation polymerization and Addition polymerization.,BT4
What is Piggybacking?,BT1
With the help of Block diagram explain superheterodyne FM receiver.,BT1
What is COCOMO II?,BT1
Explain the working of Inverting Comparator.,BT1
Obtain the expression for voltage across capacitor in series RC circuit connected to a.,BT4
State the necessity of starter for 3 phase induction motor.,BT1
Explain the following terms with examples.,BT1
Describe the application of remote sensing in civil engg.,BT3
Justify why soil taxonomy is considered as a hierarchical classification system. ,BT5
"Find out the safe sequence for the execution of the following processes using Bankerâs algorithm. Maximum Resources R1=15, R2=8.",BT3
Give classification of dyes on the basis of application.,BT4
What is an identity element in Group?,BT1
Describe single electron transistor with neat diagram.,BT1
List and explain the FOUR (4) considerations when selecting a basement wall. ,BT2
List different types of fuses and Explain working of any one in detail.,BT2
What do you mean by normalization?,BT1
Define PDF and state four properties of PDF.,BT2
Explain any two DMA data transfer modes.,BT2
Chymotrypsin belongs to serine protease family. Describe the catalytic mechanism of chymotrypsin emphasizing the role of the catalytic triad and substrate binding site in catalysis. ,BT2
The wood beam is subjected to a load of 12 kN.,BT3
Explain the packaging and labeling decisions. ,BT2
Draw and explain the general structure of PLA.,BT1
Enlist various traps including its functions.,BT1
Explain briefly USM process characteristics.,BT1
"CRM technology helps companies to collect information about consumer behaviour, conversations and characteristics. As a new digital marketing manager with an online retailer, suggest FIVE (5) ways how you can collect data and push customised information to customers. ",BT6
